Industry,Price,Demand_Index,Seasonality,Competitor_Price,Customer_Segment,Discount_Offered,Purchase_Prob,Purchased
Ecommerce,250,0.31,0.85,250,Medium,20,0.02072866666666666,0
Retail,150,0.14,1.0,150,High,5,0.037855124999999996,0
Retail,50,0.81,1.0,50,High,10,0.380750625,0
Ecommerce,150,0.44,1.0,100,High,15,0.09571833333333334,0
Retail,100,0.57,0.85,300,High,20,0.09861997499999998,0
RideHailing,150,0.94,0.85,50,Low,20,0.14692278333333333,0
FoodDelivery,150,0.4,1.0,200,Medium,15,0.1135,0
Ecommerce,150,0.28,0.85,50,Medium,10,0.03458933333333335,0
RideHailing,50,0.38,0.85,100,Medium,10,0.13447118055555557,1
Ecommerce,50,0.38,0.85,50,Low,5,0.09563491666666667,0
Retail,200,0.52,1.0,100,Low,10,0.04817800000000002,0
Hospitality,50,0.48,1.15,50,Low,0,0.13685,0
Ecommerce,250,0.27,1.0,150,Low,10,0.011118000000000001,1
RideHailing,250,0.9,0.85,200,Medium,20,0.06895625,0
RideHailing,150,0.66,0.85,300,High,5,0.09269999062499998,0
RideHailing,150,0.14,0.85,100,Low,15,0.026309536458333338,0
Ecommerce,100,0.81,0.85,300,Low,0,0.07803000000000002,0
Ecommerce,50,0.95,0.85,150,Low,0,0.1525277777777778,0
RideHailing,300,0.56,0.85,300,High,0,0.01,0
Ecommerce,150,0.28,1.0,250,High,0,0.042933333333333344,0
FoodDelivery,300,0.63,1.15,250,High,5,0.01,0
Airline,200,0.55,0.85,300,Low,15,0.030068041666666673,0
RideHailing,300,0.19,1.15,300,High,15,0.01,0
Hospitality,100,0.18,1.0,50,Medium,5,0.036574999999999996,0
RideHailing,250,0.52,0.85,200,Medium,15,0.03832201388888889,0
FoodDelivery,250,0.69,0.85,300,Low,5,0.04341321874999998,0
Airline,250,0.53,0.85,300,Medium,10,0.02046020833333333,0
Hospitality,100,0.72,0.85,150,Medium,0,0.119,0
FoodDelivery,200,0.13,1.15,300,Low,15,0.01923068333333334,0
Retail,50,0.83,1.0,50,High,5,0.3740446874999999,0
Airline,150,0.72,1.15,50,Low,20,0.0830484,0
Retail,250,0.29,1.0,300,Low,20,0.018179374999999994,0
Ecommerce,100,0.24,1.15,250,High,0,0.04232,0
RideHailing,150,0.22,1.15,300,High,5,0.041805878124999994,0
FoodDelivery,250,0.91,0.85,300,Medium,20,0.07606083333333331,0
Ecommerce,150,0.79,0.85,200,Medium,20,0.1320616666666667,0
Hospitality,200,0.29,1.0,150,Medium,0,0.028194444444444442,0
Airline,50,0.32,1.15,250,High,0,0.052899999999999996,1
FoodDelivery,300,0.77,1.15,250,High,15,0.01,0
Airline,100,0.16,1.15,100,High,10,0.046128800000000005,0
Ecommerce,150,0.49,1.15,100,High,5,0.11286435416666663,0
Retail,100,0.85,1.15,100,Low,0,0.24926250000000005,0
Airline,250,0.94,0.85,300,Medium,5,0.03478979166666665,0
Retail,300,0.14,1.0,250,High,15,0.01,0
Airline,50,0.32,0.85,100,Medium,20,0.06686666666666667,0
Ecommerce,150,0.78,1.15,250,Medium,0,0.11960000000000001,0
Retail,200,0.32,0.85,100,Medium,10,0.029648000000000008,0
FoodDelivery,150,1.0,1.15,250,Medium,5,0.24034999999999995,0
Hospitality,100,0.82,1.15,50,Medium,0,0.18336111111111109,0
RideHailing,200,0.83,0.85,300,Low,0,0.07329361111111111,0
Ecommerce,150,0.38,1.0,250,Medium,5,0.05294666666666668,0
RideHailing,50,0.37,1.0,150,Low,20,0.11339472222222224,0
FoodDelivery,150,0.18,1.0,150,Low,10,0.050031,0
Hospitality,200,0.95,1.0,50,High,10,0.06946479166666668,1
Ecommerce,50,0.25,1.15,250,High,10,0.06006354166666666,0
RideHailing,200,0.58,0.85,300,Medium,5,0.06296705555555557,0
FoodDelivery,250,0.15,1.15,100,Low,5,0.01,0
Ecommerce,100,0.16,1.15,300,High,5,0.029482933333333336,0
Airline,250,0.73,1.0,150,Medium,10,0.026523333333333333,0
FoodDelivery,150,0.61,1.0,100,High,15,0.19905062499999998,0
Retail,150,0.53,0.85,200,High,15,0.1102528359375,0
Retail,50,0.51,1.0,200,Low,0,0.08128125000000001,0
FoodDelivery,300,0.55,1.15,150,Low,15,0.01,0
Ecommerce,50,0.63,1.0,150,Medium,20,0.16520000000000004,0
Airline,50,0.14,0.85,200,Low,10,0.013781687500000004,0
Hospitality,200,0.55,1.0,150,Medium,5,0.055878472222222225,0
FoodDelivery,250,0.55,1.15,200,Medium,5,0.05508020833333331,0
Airline,150,0.81,1.0,300,High,10,0.076150125,0
Ecommerce,200,0.82,0.85,50,Medium,20,0.054830666666666666,0
RideHailing,50,0.68,0.85,300,High,10,0.16603652083333334,0
Airline,100,0.76,0.85,100,High,10,0.16195220000000002,0
Ecommerce,300,0.67,1.0,150,Medium,0,0.01,0
Ecommerce,200,0.73,0.85,100,Medium,20,0.06508355555555558,0
FoodDelivery,50,0.44,1.0,50,Medium,0,0.22,0
FoodDelivery,250,0.9,1.0,250,High,20,0.12212999999999996,0
Airline,50,0.35,1.15,150,Low,0,0.05702083333333333,0
Retail,150,0.82,1.15,100,Medium,20,0.20863874999999996,0
FoodDelivery,200,0.64,0.85,150,Medium,15,0.10290666666666669,0
Retail,50,0.44,1.0,50,Low,20,0.165495,0
Retail,300,0.11,1.0,50,Medium,0,0.01,0
Retail,50,0.15,1.0,50,Medium,20,0.06637499999999999,0
RideHailing,100,0.93,0.85,200,Low,15,0.18642185833333336,0
Retail,300,0.19,1.0,250,High,5,0.01,1
Ecommerce,300,0.49,1.15,200,Low,5,0.01,0
Hospitality,150,0.98,1.15,50,Medium,0,0.1314833333333333,0
Airline,250,0.85,1.0,250,Medium,20,0.050149999999999986,0
Airline,50,0.82,0.85,50,High,10,0.21842237499999997,0
Ecommerce,100,0.51,0.85,250,Medium,15,0.06560300000000001,0
RideHailing,50,0.26,0.85,50,Low,5,0.08997232291666667,0
RideHailing,100,0.72,0.85,300,Medium,20,0.13239600000000004,0
Retail,100,0.25,1.0,150,Low,5,0.055515625000000006,0
Retail,300,0.32,1.0,150,Medium,15,0.01,0
RideHailing,200,0.77,1.15,50,Medium,20,0.09578158333333334,0
Hospitality,150,0.73,1.15,250,High,5,0.11770139791666667,0
RideHailing,250,0.43,1.15,200,Medium,20,0.044573680555555543,0
FoodDelivery,50,0.43,1.15,150,Low,0,0.14010833333333333,0
RideHailing,150,0.23,1.15,250,Medium,15,0.055038041666666676,0
Retail,250,0.9,1.15,300,Low,15,0.062407265624999986,0
Retail,150,0.74,1.0,150,Low,5,0.147893625,0
FoodDelivery,200,0.26,1.0,150,Medium,5,0.04528333333333334,0
Hospitality,150,0.97,0.85,50,Low,10,0.08912157916666667,0
FoodDelivery,300,0.74,0.85,100,High,20,0.01,0
FoodDelivery,50,0.97,1.15,200,Low,20,0.27971162499999996,0
Hospitality,250,0.61,0.85,300,High,15,0.03289864496527777,0
Hospitality,50,0.36,0.85,100,Medium,5,0.077721875,1
RideHailing,250,0.65,1.15,300,High,0,0.06566579861111109,0
RideHailing,300,0.37,1.15,150,Medium,20,0.01,0
FoodDelivery,50,0.55,1.0,250,High,15,0.17947187499999998,1
Airline,50,0.91,0.85,50,Low,15,0.18655853125000002,0
Retail,100,0.18,1.0,250,Low,5,0.023982750000000004,0
Retail,200,0.99,1.15,100,High,20,0.15449445,1
Retail,150,0.42,1.15,200,Low,15,0.087370171875,0
Retail,50,0.21,1.15,300,Medium,10,0.0493565625,0
FoodDelivery,150,0.53,0.85,250,Medium,20,0.10631800000000001,0
Hospitality,300,0.15,0.85,150,Low,20,0.01,0
Retail,300,0.18,1.15,200,Low,5,0.01,0
Retail,150,0.8,0.85,300,Low,0,0.065025,0
FoodDelivery,100,0.8,0.85,300,Low,10,0.12600400000000003,0
RideHailing,150,0.27,1.0,100,Low,5,0.054960468750000005,0
FoodDelivery,300,0.61,0.85,150,High,5,0.01,0
Retail,150,0.7,1.15,100,Low,20,0.15139031249999998,0
Retail,300,0.23,0.85,150,Medium,10,0.01,0
Ecommerce,250,0.25,0.85,100,Medium,5,0.01,0
Airline,150,0.57,0.85,300,Low,0,0.030886874999999998,0
FoodDelivery,300,0.49,1.15,150,Low,15,0.01,0
Hospitality,150,0.86,0.85,250,High,0,0.09807583333333335,0
RideHailing,100,0.89,1.0,200,Low,5,0.19324372222222225,1
Airline,50,0.4,1.0,200,Low,20,0.05015000000000001,0
Retail,150,0.41,1.0,300,Low,10,0.042734812500000004,0
Ecommerce,50,0.33,0.85,200,Low,10,0.043313875000000016,1
Ecommerce,250,0.1,0.85,100,High,15,0.01,0
Retail,200,0.19,1.15,200,Low,15,0.031619681250000004,0
Airline,100,0.58,0.85,300,Medium,20,0.058174000000000003,0
Ecommerce,200,0.85,1.15,200,High,10,0.16337283333333336,0
Retail,50,0.97,1.15,300,Medium,15,0.23739234374999998,1
Ecommerce,250,0.91,1.15,150,Medium,0,0.0465111111111111,0
RideHailing,200,0.11,1.0,300,High,15,0.017548361111111112,0
Airline,100,0.68,1.15,300,High,0,0.08993000000000001,0
Retail,150,0.62,1.0,150,Low,10,0.12924675000000002,0
Airline,150,0.7,1.15,150,Medium,15,0.13705124999999999,0
Retail,200,0.25,0.85,50,Medium,15,0.0180890625,0
Hospitality,150,0.98,1.15,200,Medium,10,0.17914604166666667,0
RideHailing,100,0.73,1.15,300,Medium,5,0.16083420833333337,1
Airline,150,0.77,1.15,250,High,10,0.11099742500000001,0
Hospitality,150,0.48,0.85,50,Medium,20,0.056167999999999996,0
RideHailing,50,0.3,0.85,200,Medium,20,0.06895625,0
Hospitality,150,0.66,1.0,200,Medium,15,0.10924375000000001,0
FoodDelivery,300,0.75,0.85,100,High,15,0.01,0
RideHailing,200,0.52,0.85,100,Medium,15,0.06131522222222224,0
RideHailing,150,0.34,1.0,100,Low,15,0.0751701041666667,0
FoodDelivery,100,0.62,1.0,200,Low,15,0.1595053333333334,0
Hospitality,100,0.1,0.85,50,Medium,5,0.017271527777777775,0
FoodDelivery,300,0.27,1.0,100,High,15,0.01,0
Airline,250,0.54,1.0,50,Low,5,0.011991374999999997,0
RideHailing,100,0.46,1.15,250,Medium,15,0.11007608333333335,0
RideHailing,100,0.82,0.85,250,Medium,5,0.13353358333333334,0
Ecommerce,150,0.72,1.0,250,Low,15,0.09261600000000002,1
Airline,150,0.81,0.85,300,High,0,0.059383124999999995,0
RideHailing,150,0.6,1.15,50,Low,0,0.107525,1
Hospitality,150,0.94,1.0,150,Low,20,0.16499349999999996,1
RideHailing,50,0.5,0.85,50,Medium,5,0.20355729166666667,0
FoodDelivery,300,0.75,0.85,300,Medium,0,0.01,0
Ecommerce,200,0.76,1.15,150,Low,10,0.08997344444444447,0
RideHailing,300,0.57,1.15,100,High,15,0.01,0
RideHailing,250,0.76,0.85,200,Medium,15,0.056009097222222214,0
Hospitality,200,0.22,1.0,250,High,10,0.02681097222222223,1
Airline,300,0.98,1.0,300,High,20,0.01,0
Hospitality,200,0.53,1.15,300,High,10,0.059422863888888906,0
FoodDelivery,100,0.89,1.15,200,High,10,0.34212193333333335,0
Retail,300,0.31,0.85,200,Medium,5,0.01,0
Hospitality,300,0.84,1.15,100,Low,15,0.01,0
RideHailing,250,0.62,0.85,200,Low,15,0.038837887152777764,0
RideHailing,150,0.3,1.0,100,Medium,20,0.081125,0
FoodDelivery,150,0.93,1.0,250,Low,0,0.15810000000000002,1
Retail,300,0.27,1.15,100,High,5,0.01,0
FoodDelivery,250,0.68,1.15,50,High,20,0.05305869999999998,0
Ecommerce,50,0.66,1.15,250,High,10,0.15856774999999998,0
Hospitality,150,0.22,1.15,100,High,0,0.04243020833333333,0
Ecommerce,300,0.78,1.15,100,Low,20,0.01,0
Ecommerce,250,0.38,1.0,100,Medium,20,0.014946666666666664,0
RideHailing,300,0.65,0.85,150,High,0,0.01,0
Hospitality,250,0.52,1.0,150,Medium,15,0.02295222222222222,0
RideHailing,300,0.71,1.0,100,Medium,20,0.01,0
Ecommerce,100,0.13,1.0,150,Medium,0,0.028888888888888895,0
Hospitality,300,0.18,1.15,150,High,15,0.01,0
Retail,150,0.22,1.0,250,Low,5,0.029312250000000005,0
RideHailing,250,0.72,0.85,200,Low,0,0.03973749999999999,0
Ecommerce,50,0.67,1.15,150,Medium,5,0.17892722222222224,0
Hospitality,150,0.48,1.0,250,Medium,15,0.06356,1
FoodDelivery,300,0.73,1.0,100,High,0,0.01,0
Airline,200,0.55,0.85,100,High,20,0.04229316666666667,0
Airline,50,0.37,0.85,250,High,20,0.05334706249999999,0
Retail,100,0.46,1.0,250,Low,5,0.06128925000000001,0
RideHailing,100,0.77,1.15,250,High,10,0.2034952791666667,0
Airline,250,0.74,1.15,100,High,10,0.026668212499999993,0
RideHailing,300,0.66,1.15,100,Low,10,0.01,0
Airline,300,0.23,1.15,100,Medium,20,0.01,0
RideHailing,300,0.91,1.0,300,Medium,10,0.01,0
RideHailing,200,0.88,0.85,150,Medium,5,0.1194202777777778,0
FoodDelivery,250,0.41,0.85,100,Medium,5,0.018209124999999996,0
FoodDelivery,200,0.86,0.85,200,High,5,0.17569585,0
Hospitality,250,0.74,1.0,300,Low,15,0.03470420138888888,0
Ecommerce,50,0.26,1.0,100,Medium,0,0.07222222222222224,0
Hospitality,250,0.41,0.85,100,Medium,5,0.010621989583333328,0
FoodDelivery,50,0.75,0.85,50,High,10,0.399553125,1
RideHailing,150,0.52,0.85,200,Low,20,0.10159554166666668,1
Airline,50,0.72,0.85,200,Low,15,0.073803375,1
Airline,50,0.32,1.15,250,Medium,15,0.05221,0
Hospitality,100,0.73,1.15,300,High,5,0.11770139791666667,0
Retail,50,0.17,0.85,150,Medium,15,0.04100187500000001,1
RideHailing,200,0.27,0.85,50,Low,5,0.018686559375,0
Ecommerce,250,0.23,0.85,50,Medium,5,0.01,0
Airline,250,0.76,1.0,150,Medium,15,0.028753333333333332,0
Ecommerce,100,0.99,0.85,300,Low,15,0.10824495000000003,0
Retail,100,0.5,0.85,250,Low,15,0.06150281250000002,1
Hospitality,200,0.14,1.0,300,Medium,20,0.012848888888888892,0
Ecommerce,100,0.11,0.85,250,Medium,15,0.01414966666666667,0
Ecommerce,50,0.47,0.85,300,High,15,0.08690789583333332,0
RideHailing,50,0.15,0.85,200,Low,15,0.028188789062500004,1
Airline,200,0.67,1.15,150,Medium,5,0.06709770833333334,0
Ecommerce,300,0.49,1.15,150,High,5,0.01,0
Retail,50,0.79,0.85,200,High,15,0.1643391328125,0
RideHailing,150,0.82,1.15,250,High,5,0.2077625458333333,0
FoodDelivery,50,0.46,1.0,150,Low,20,0.15379333333333337,1
Ecommerce,150,0.95,1.15,100,Low,5,0.1617355208333333,0
Airline,50,0.24,0.85,200,High,0,0.029324999999999997,0
Ecommerce,250,0.35,1.15,250,Low,20,0.026913833333333324,0
FoodDelivery,100,0.12,1.15,50,High,20,0.062422,0
Airline,100,0.58,0.85,100,Low,0,0.08381000000000001,0
Ecommerce,50,0.46,1.0,300,High,10,0.09610166666666667,0
Ecommerce,250,0.15,0.85,300,Medium,0,0.01,0
FoodDelivery,100,0.65,1.0,150,Medium,20,0.2556666666666667,0
RideHailing,50,0.17,0.85,150,Low,5,0.03921870486111112,0
Ecommerce,50,0.84,1.15,100,Low,20,0.26913833333333337,1
RideHailing,100,0.6,1.0,250,Low,15,0.10612250000000002,1
FoodDelivery,100,0.27,1.0,100,Medium,10,0.11772000000000002,0
RideHailing,250,0.54,0.85,200,Medium,15,0.039795937499999996,0
Retail,150,0.87,1.15,300,Low,15,0.1085886421875,0
RideHailing,150,0.77,0.85,100,Medium,20,0.17698770833333333,0
Retail,100,0.36,1.0,100,Medium,5,0.11286,0
Airline,50,0.44,0.85,50,Low,10,0.08662775000000002,0
Airline,50,0.94,1.15,200,Medium,20,0.1594475,0
Hospitality,100,0.26,1.15,50,Low,0,0.049418055555555555,0
Hospitality,150,0.16,1.0,50,Low,10,0.01729466666666667,0
RideHailing,50,0.89,1.15,300,Medium,15,0.26621661458333334,0
Retail,100,0.13,1.0,250,Low,10,0.018066750000000003,0
Retail,250,0.44,1.0,100,Low,5,0.014656124999999997,0
Hospitality,50,0.19,1.0,100,Low,20,0.04631909722222222,0
RideHailing,250,0.59,0.85,50,High,5,0.027622724479166652,0
Airline,300,0.68,1.0,300,Medium,10,0.01,0
Airline,200,0.27,1.15,150,High,10,0.03243431250000001,0
Airline,100,0.44,1.15,50,Medium,20,0.09951333333333334,0
RideHailing,150,0.39,1.15,100,High,0,0.11819843749999999,0
Airline,250,0.81,1.0,100,Low,0,0.017212499999999995,0
FoodDelivery,300,0.55,1.15,200,Medium,20,0.01,0
Ecommerce,300,0.9,0.85,300,Low,20,0.01,0
Airline,100,0.27,1.15,50,High,5,0.062190562500000005,0
RideHailing,100,0.77,0.85,200,High,20,0.21710492222222225,0
Airline,150,0.92,1.0,50,Medium,15,0.10442000000000001,0
RideHailing,300,0.59,1.0,150,Medium,0,0.01,0
Airline,50,0.34,1.0,150,Medium,0,0.05666666666666668,0
RideHailing,150,0.19,0.85,100,Medium,5,0.03867588541666667,0
RideHailing,50,0.96,0.85,50,Low,5,0.3322055,0
Hospitality,50,0.57,0.85,150,Medium,5,0.09844770833333333,0
Retail,100,0.31,1.15,150,Medium,5,0.093135625,0
Retail,150,0.21,1.15,150,Low,5,0.048265284374999995,0
Retail,150,0.32,0.85,50,Low,10,0.037801200000000014,0
FoodDelivery,200,0.37,1.0,300,Medium,5,0.05155333333333334,1
FoodDelivery,150,0.34,1.0,150,Medium,10,0.11118000000000001,0
Hospitality,50,0.71,0.85,150,Low,15,0.1132107326388889,0
Ecommerce,250,0.18,1.15,150,High,5,0.011056099999999996,0
Ecommerce,150,0.45,1.0,200,Low,20,0.07522500000000001,0
RideHailing,300,0.5,1.15,250,High,0,0.01,0
RideHailing,100,0.38,1.15,250,Low,10,0.07422809166666668,0
FoodDelivery,250,0.51,0.85,200,Medium,10,0.039376249999999995,0
Airline,200,0.32,1.15,250,Low,15,0.02958566666666667,0
Ecommerce,300,0.69,1.15,200,High,0,0.01,0
Ecommerce,200,0.83,1.0,100,Medium,0,0.0737777777777778,0
Ecommerce,200,0.56,0.85,50,Medium,0,0.03173333333333334,0
FoodDelivery,150,0.26,0.85,250,Medium,15,0.050167,0
Ecommerce,250,0.27,1.0,50,High,0,0.010349999999999998,0
RideHailing,150,0.55,1.15,250,Medium,10,0.12639458333333337,0
Retail,100,0.76,0.85,150,Medium,10,0.17603500000000005,0
FoodDelivery,150,0.17,0.85,200,Medium,5,0.037750625,0
FoodDelivery,100,0.64,1.15,150,High,0,0.28213333333333335,0
FoodDelivery,150,0.86,1.0,100,Low,15,0.20742125000000003,0
Ecommerce,100,0.68,0.85,150,Low,0,0.1091777777777778,0
Airline,250,0.24,1.0,250,Medium,10,0.013079999999999998,0
Airline,250,0.92,0.85,150,Low,15,0.02514781666666666,0
Hospitality,250,0.56,0.85,200,Medium,15,0.02626263888888888,0
Ecommerce,50,0.37,1.0,300,Low,0,0.052416666666666674,0
Airline,150,0.63,1.15,100,High,5,0.10883348437499998,0
Ecommerce,250,0.17,1.0,150,High,15,0.01,0
RideHailing,200,0.43,0.85,100,High,10,0.055996630555555565,0
Hospitality,100,0.47,1.0,150,Medium,0,0.09138888888888888,0
Ecommerce,300,0.4,1.0,50,High,15,0.01,0
Ecommerce,150,0.15,1.0,50,Low,10,0.01853,0
Ecommerce,50,0.16,1.0,300,High,15,0.034806666666666666,0
FoodDelivery,250,0.78,1.15,50,Medium,20,0.052922999999999984,0
FoodDelivery,200,0.31,0.85,50,Low,5,0.023405387500000003,0
Hospitality,150,0.79,1.0,200,Low,0,0.09792708333333335,0
Ecommerce,100,0.93,0.85,150,High,0,0.20201666666666668,0
Retail,100,0.13,1.0,150,Medium,0,0.03250000000000001,0
Hospitality,200,0.22,1.15,50,Medium,5,0.01542245833333333,0
Hospitality,150,0.16,1.0,100,Medium,20,0.027533333333333333,0
RideHailing,150,0.85,0.85,50,High,5,0.15918180208333332,0
FoodDelivery,150,0.42,0.85,150,High,20,0.14533469999999998,0
Hospitality,100,0.47,1.0,50,High,5,0.10982659722222222,0
RideHailing,200,0.92,0.85,300,Medium,20,0.1127817777777778,0
Ecommerce,300,0.37,1.0,100,Medium,20,0.01,0
FoodDelivery,250,0.27,1.15,100,Medium,15,0.017620874999999994,0
Hospitality,250,0.16,1.0,50,Medium,15,0.01,0
FoodDelivery,250,0.6,1.15,300,High,10,0.07207624999999998,0
Hospitality,50,0.76,0.85,250,Low,20,0.09449095833333332,0
FoodDelivery,150,0.48,0.85,50,Low,5,0.0724812,0
Hospitality,100,0.57,1.15,150,Low,10,0.11809014583333333,0
Retail,250,0.73,1.0,300,Low,20,0.045761874999999994,0
Hospitality,100,0.56,1.0,50,High,20,0.14776222222222227,1
Ecommerce,50,0.41,1.15,100,Medium,15,0.14865347222222225,0
Airline,150,0.25,1.15,200,Low,20,0.0360453125,0
Ecommerce,300,0.33,1.0,250,Medium,10,0.01,0
RideHailing,300,0.11,1.15,300,Medium,10,0.01,0
Hospitality,150,0.39,1.15,50,Low,0,0.044476249999999995,0
Airline,300,0.55,1.15,200,Low,20,0.01,0
Airline,150,0.81,1.0,100,Medium,15,0.11491875000000001,0
Hospitality,100,0.44,0.85,250,High,15,0.05695240833333334,0
FoodDelivery,150,0.4,1.0,250,High,5,0.09614,1
RideHailing,250,0.74,0.85,150,Medium,20,0.045357888888888885,0
Retail,100,0.55,1.0,300,Medium,15,0.09363750000000003,0
Hospitality,250,0.91,1.15,150,Medium,20,0.04802272222222221,1
RideHailing,300,0.33,0.85,100,Medium,0,0.01,0
FoodDelivery,200,0.67,1.15,50,Medium,15,0.08745175,0
Airline,200,0.52,0.85,250,Low,15,0.035534958333333345,0
RideHailing,300,0.1,1.15,250,Medium,0,0.01,0
RideHailing,300,0.87,0.85,150,High,0,0.01,0
Ecommerce,300,0.75,1.15,50,Low,5,0.01,0
FoodDelivery,300,0.91,1.15,250,High,15,0.01,0
Hospitality,100,0.11,1.0,50,High,5,0.025704097222222222,0
Ecommerce,200,0.4,1.15,50,Medium,20,0.03618666666666667,0
Airline,250,0.64,1.15,150,Low,15,0.023668533333333328,0
Hospitality,50,0.24,0.85,250,Low,5,0.026425437499999996,0
Retail,50,0.62,0.85,150,Medium,20,0.155465,0
Airline,50,0.58,1.15,50,Low,20,0.16725025,1
FoodDelivery,300,0.48,1.0,150,High,20,0.01,0
Hospitality,100,0.25,0.85,150,Low,10,0.03828246527777778,0
Ecommerce,50,0.82,1.15,200,Medium,10,0.1713116666666667,1
Ecommerce,250,0.86,0.85,150,Low,5,0.028858255555555556,1
Hospitality,100,0.8,0.85,250,High,15,0.10354983333333335,1
RideHailing,300,0.51,1.0,50,Low,20,0.01,0
Airline,150,0.77,1.15,250,Low,0,0.0752675,0
FoodDelivery,200,0.14,1.15,300,Medium,10,0.023398666666666675,0
RideHailing,300,0.23,0.85,100,High,15,0.01,0
Retail,300,0.47,1.15,250,Medium,0,0.01,0
Retail,200,0.26,0.85,300,High,0,0.025415000000000007,0
Ecommerce,150,0.69,1.15,250,Medium,15,0.12008300000000001,0
FoodDelivery,50,0.9,0.85,250,Low,5,0.16987781249999998,0
Airline,300,0.13,1.15,150,High,0,0.01,0
RideHailing,50,0.43,1.15,300,Low,20,0.11366288541666666,0
RideHailing,300,0.44,1.0,300,High,15,0.01,0
Hospitality,250,0.21,1.0,250,High,5,0.014721437499999995,0
RideHailing,50,0.14,1.15,150,Low,15,0.04746034027777779,0
RideHailing,100,0.25,1.15,200,Low,20,0.07048861111111111,0
Hospitality,150,0.35,1.0,150,Low,0,0.0520625,0
FoodDelivery,250,0.43,0.85,200,High,20,0.04133195833333332,0
Ecommerce,250,0.73,1.15,150,Medium,10,0.0406691111111111,0
Retail,200,0.19,1.0,300,High,10,0.023816500000000008,0
Hospitality,100,0.32,1.15,50,Low,0,0.06082222222222222,0
RideHailing,250,0.1,1.15,100,Low,10,0.01,0
Hospitality,100,0.17,1.0,200,Medium,0,0.02644444444444445,0
Retail,250,0.55,1.0,200,High,20,0.046646874999999983,0
FoodDelivery,50,0.67,1.15,100,Medium,5,0.33548854166666664,0
RideHailing,100,0.93,1.15,300,High,0,0.22548625,0
Retail,100,0.48,0.85,200,High,20,0.1107312,0
Airline,250,0.14,1.15,150,Low,15,0.01,0
RideHailing,200,0.23,1.0,150,Low,10,0.032556180555555564,0
Retail,100,0.75,1.15,300,Low,0,0.10996875000000003,0
Retail,300,0.98,0.85,200,High,20,0.01,0
Retail,300,0.95,1.15,50,High,5,0.01,0
Hospitality,100,0.95,1.15,100,Low,10,0.23618029166666663,0
FoodDelivery,150,0.82,0.85,100,Low,15,0.16810768750000002,0
Airline,200,0.82,0.85,250,High,20,0.07881908333333333,0
Airline,250,0.91,0.85,300,Medium,0,0.03222916666666666,0
Ecommerce,50,0.8,0.85,200,High,20,0.1537933333333333,0
FoodDelivery,100,0.44,1.0,100,High,20,0.238832,1
Hospitality,50,0.18,1.0,250,Medium,0,0.02625,0
Hospitality,150,0.42,1.15,200,Medium,15,0.07994656249999998,0
Hospitality,200,0.57,1.15,150,Low,10,0.05904507291666666,1
RideHailing,50,0.71,1.0,50,High,5,0.3910694791666666,1
Hospitality,300,0.44,1.15,250,High,10,0.01,0
Ecommerce,300,0.23,1.0,150,Low,5,0.01,0
Ecommerce,300,0.13,0.85,100,Medium,0,0.01,0
Retail,200,0.72,0.85,250,Medium,10,0.08338500000000001,0
Hospitality,50,0.39,1.15,100,High,20,0.14792713541666666,0
Retail,100,0.81,0.85,200,Medium,15,0.15628950000000005,0
RideHailing,300,0.3,1.15,50,High,0,0.01,1
RideHailing,200,0.77,1.0,250,Low,20,0.11799180555555557,1
Hospitality,50,0.69,0.85,250,Low,10,0.079244703125,0
RideHailing,250,0.6,0.85,200,Low,0,0.03311458333333332,0
FoodDelivery,100,0.67,1.15,300,Medium,0,0.1541,0
Ecommerce,150,0.85,1.15,150,Low,20,0.19608649999999997,0
Airline,200,0.43,0.85,100,Medium,10,0.026559666666666676,0
RideHailing,250,0.52,1.15,300,Medium,15,0.051847430555555546,0
Retail,250,0.55,1.15,100,Low,5,0.02106817968749999,0
RideHailing,150,0.67,1.0,50,Low,10,0.11380508333333336,0
RideHailing,300,0.79,1.0,300,Medium,15,0.01,0
Retail,200,0.28,0.85,200,Low,5,0.03171052500000001,1
RideHailing,300,0.35,1.0,100,Low,10,0.01,0
Ecommerce,200,0.88,0.85,200,Low,0,0.08477333333333335,0
Ecommerce,50,0.11,0.85,250,Low,5,0.013841895833333335,0
FoodDelivery,300,0.91,1.0,150,High,15,0.01,0
Airline,100,0.53,0.85,50,Low,20,0.07530858333333333,0
Retail,300,0.25,1.15,150,Medium,20,0.01,0
Ecommerce,250,0.39,1.15,50,High,10,0.018739824999999998,0
FoodDelivery,50,0.44,1.0,100,Low,5,0.16284583333333338,1
RideHailing,150,0.62,0.85,100,Medium,20,0.14250958333333333,1
Hospitality,100,0.97,1.15,250,Medium,15,0.14771079166666665,0
FoodDelivery,250,0.98,1.0,150,Medium,20,0.07709333333333332,0
Retail,250,0.51,1.0,50,Low,15,0.018450843749999998,0
Ecommerce,100,0.78,1.15,300,Medium,15,0.135746,0
Ecommerce,50,0.89,1.15,300,Medium,15,0.19361208333333335,0
RideHailing,300,0.19,1.0,250,Medium,10,0.01,0
Airline,100,0.44,1.15,250,Medium,15,0.057431,0
Hospitality,200,0.85,1.15,100,Low,0,0.0646236111111111,0
Retail,200,0.49,1.15,200,High,0,0.09720374999999999,0
Airline,300,0.75,1.15,250,Medium,20,0.01,0
Airline,100,0.65,1.15,200,Low,5,0.08852891666666668,0
Hospitality,100,0.15,1.15,50,High,0,0.038572916666666665,0
